form,lemma,pos
ALs,zijn,"v(fin,pres,aux_cop)"
twee,twee,num(card)
Discipels,gischapel,n(plu)
t'saemen,tezamen,v(infin)
"waeren,",zijn,v(infin)
Ende,en,conj(coord)
vertelden,vertellen,v(infin)
Christus,hertstus,n(sing)
"doodt,",dood,n(sing)
Quamp,hoopman,conj(coord)
hun,zij,"pron(pers,3,plu)"
den,de,art(def)
Heer,heer,n(sing)
sich,zich,"pron(refl,3,sing)"
open,open,adj()
"haeren,",haar,pron(poss)
Schoon,choom,n(prop)
op-gestaen,opstaan,v(infin)
uyt,uit,n(sing)
d'aerde,de+hard,art(def)+adj()
schoodt.,schoot,n(sing)
Syt,het,adv(gener)
verblydt,verblijden,"v(participle,past)"
desen,deze,pron(dem)
"tydt,",tijd,n(sing)
En,ne,adv(neg)
wilt,willen,"v(fin,pres,aux_cop)"
singen,zingen,v(infin)
Alleluia,ellelui,n(sing)
tot,tot,adp()
ons,ons,"pron(pers,1,plu)"
vyandts,vijand,n(sing)
spyt.,spieden,n(sing)
Hy,een,"pron(pers,1,sing)"
"vraeght,",vragen,"v(participle,past)"
waer,waar,pronadv(inter)
af,af,pronadv(rel)
syn,zijn,pron(poss)
ulie,vlieden,adj()
"reden,",rede,n(plu)
Wat,hebben,adv(gener)
sien,zien,v(infin)
ick,ik,"pron(pers,1,sing)"
ulie,vlieden,adv(gener)
soo,zo,adv(resum)
bedruckt?,bedrukken,"v(participle,past)"
"Komt,",hoopt,v(prtcl)
seggen,zeggen,v(infin)
"sy,",zij,"pron(pers,3,sing)"
gy,gij,"pron(pers,2,plu)"
vremdt,vreemd,"v(fin,pres,aux_cop)"
getreden?,treden,adj()
Jesus,jezus,n(prop)
is,zijn,"v(fin,pres,aux_cop)"
ons,wij,"pron(pers,1,plu)"
door,door,adp()
t'Kruys,tarwes,n(prop)
ontruckt.,ontrekken,"v(participle,past)"
Syt,eten,adv(gener)
verblydt,verblijden,"v(participle,past)"
desen,deze,pron(dem)
"tydt,",tijd,n(sing)
En,ne,adv(neg)
wilt,willen,"v(fin,pres,aux_cop)"
singen,zingen,v(infin)
Alleluia,ellelui,n(sing)
tot,tot,adp()
ons,ons,"pron(pers,1,plu)"
vyandts,vijand,n(sing)
spyt.,spijt,n(sing)
Traegh,gerag,n(prop)
van,van,adp()
"geloof,",geloof,n(prop)
dit,dit,pron(dem)
moeste,moeten,"v(fin,past,aux_cop)"
lyden,lijden,v(infin)
Christus,christus,n(prop)
voor,voor,adp()
s'wereldts,zeilerdel,art(def)+n(sing)
saeligheydt:,zaligheid,n(sing)
Soo,o,n(prop)
moest,moeten,"v(fin,past,aux_cop)"
hy,hij,"pron(pers,3,sing)"
sich,zich,"pron(refl,3,sing)"
in,in,adp()
glori',glorie,n(prop)
"verblyden,",verblijden,"v(participle,past)"
Dit,eten,adv(gener)
heeft,hebben,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,plu)"
de,de,art(def)
Schriftuer,dechtervuur,n(sing)
voorseydt.,voorzeggen,adj()
Syt,eten,adv(gener)
verblydt,verblijden,"v(participle,past)"
desen,deze,pron(dem)
"tydt,",tijd,n(sing)
En,ne,"pron(pers,3,sing)"
wilt,willen,"v(fin,pres,aux_cop)"
singen,zingen,v(infin)
Alleluia,elleluik,n(sing)
tot,tot,adp()
ons,ons,"pron(pers,1,plu)"
vyandts,vijand,n(sing)
spyt.,spijt,n(sing)
Christus,christus,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
in,in,adp()
t'Casteel,tastestaal,n(sing)
"gekomen,",komen,"v(participle,past)"
En,ne,"pron(pers,3,sing)+adv(neg)"
sat,zitten,"v(fin,past,lex)"
met,met,adp()
hun,zij,"pron(pers,3,plu)"
aen,aan,adp()
taeffel,tafel,art(def)+n(sing)
neer:,neer,adv(gener)
Als,als,conj(subord)
