form,lemma,pos
IN,.,adv(gener)
het,het,"pron(pers,3,sing)"
Idalisch,edallig,n(sing)
Dal,al,adv(gener)
Heeft,hebben,"v(fin,pres,lex)"
Venus,henus,n(prop)
sonder,zonder,adp()
Gal,al,n(sing)
een,een,art(indef)
Lust-Hof,estof,n(sing)
daer,daar,pronadv(dem)
in,in,pronadv(prep)
bloeyt,bloeien,"v(fin,pres,lex)"
het,het,"pron(pers,3,sing)"
al:,al,adv(gener)
Wat,hebben,adv(gener)
soetjens,zoet,n(prop)
door,door,adp()
de,de,art(def)
sinnen,zin,n(plu)
leckt,likken,"v(fin,pres,lex)"
Wat,hebben,adv(gener)
Hertje,eertijd,adv(gener)
"lockt,",luiken,"v(fin,pres,lex)"
wat,wat,pron(inter)
zieltje,zielte,n(sing)
treckt.,trekken,"v(fin,pres,lex)"
Het,eten,adv(neg)
is,zijn,"v(fin,pres,aux_cop)"
niet,niet,adv(neg)
langh,lang,adv(gener)
geleen,geleen,"v(participle,past)"
Dat,hebben,conj(coord)
by,bij,adp()
geval,geval,n(sing)
dat,dat,conj(subord)
heen,heen,art(indef)
Eens,een,adv(gener)
quam,komen,"v(fin,past,lex)"
de,de,art(def)
schoone,schoon,n(sing)
Cloris,lorries,n(prop)
treen:,treen,art(def)+n(sing)
Sy,ei,"pron(pers,1,sing)"
gaf,geven,"v(fin,past,lex)"
de,de,art(def)
Poort,horen,n(sing)
een,een,art(indef)
kleyne,klein,n(sing)
"klop,",klop,n(sing)
Die,ie,interj()
sprongh,sprong,"v(fin,past,lex)"
terstont,terstond,adv(gener)
ghewilligh,gewillig,adv(gener)
"op,",op,v(prtcl)
Haer,haar,adp()
kurigh,keurig,adj()
ooghje,oog,n(sing)
gingh,gaan,adj()
Waerdeeren,harderen,v(infin)
alle,al,num(indef)
dingh:,ding,n(plu)
En,en,adv(neg)
wat,wat,pron(rel)
in,in,adp()
fraeyheyt,fraaiheid,n(sing)
sonderlingh,zonderling,adv(gener)
Wtmuntend',omtonden+het,art(def)+n(sing)
boven,boven,adp()
ander,ander,adj()
"steegh,",steeg,n(sing)
Dat,hebben,adv(gener)
"mijdtse,",middes,"v(fin,past,lex)+pron(pers,3,sing)"
en,ne,adv(neg)
pluckten,plukken,"v(fin,past,lex)"
met,met,adp()
een,een,art(indef)
veegh.,vege,n(sing)
Niet,iet,n(sing)
langh,lang,adv(gener)
en,ne,adv(neg)
riep,roepen,"v(fin,past,lex)"
het,het,"pron(pers,3,sing)"
aen,aan,adp()
Of,of,n(sing)
's,zijn,"pron(pers,3,sing)"
had,hebben,"v(fin,past,aux_cop)"
haer,haar,pron(poss)
schoot,schoot,n(sing)
gelaen,laan,"v(participle,past)"
Met,eten,misc()
puyck,puik,n(prop)
van,van,adp()
allerley,allerlei,pron(indef)
Cieraen:,ieranda,n(sing)
En,en,pron(indef)
doen,toen,conj(subord)
het,het,"pron(pers,3,sing)"
beste,best,adv(gener)
was,zijn,"v(fin,past,aux_cop)"
gebuyt,gebuid,"v(participle,past)"
Soo,hoo,n(prop)
streecktse,strijken+zij,n(prop)
verr',ver,n(sing)
ter,de+te,adp()+art(def)
deure,deur,n(sing)
uyt.,uit,"v(fin,pres,lex)"
Maer,haar,n(sing)
doense,doen+zij,"conj(subord)+pron(pers,3,sing)"
haer,haar,"pron(pers,3,sing)"
vond',vinden,"v(fin,past,lex)"
alleen,alleen,adv(gener)
Ter,eer,pron(poss)
"stee,",steen,n(sing)
daer,daar,pronadv(rel)
sy,zij,"pron(pers,3,sing)"
met,met,pronadv(rel)
vreen,vrees,n(sing)
Mocht,hocht,n(sing)
schiften,schicht,"v(fin,pres,lex)"
de,de,art(def)
"behoorlijckheen,",behoorlijk,adj()
Dies',ies,n(sing)
in,in,adp()
haer,zich,pron(poss)
bouwen,bouwen,n(sing)
had,hebben,"v(fin,past,aux_cop)"
"versaemt,",verzamenen,"v(participle,past)"
So,o,interj()
voeghden,voegen,adj()
syder,sedert,adv(gener)
daer,daar,adv(dem)
't,eten,adv(gener)
betaemt.,betamen,"v(fin,pres,lex)"
Sy,een,pron(poss)
planten,planten,n(prop)
in,in,adp()
't,et,art(def)
oogh,oog,adj()
een,een,art(indef)
"vonck,",vonk,n(sing)
En,ne,conj(coord)
stelder,stelen+zij,n(sing)
by,bij,adp()
te,te,adp()
pronck,pronk,n(sing)
Een,een,art(indef)
lieve,lief,adj()
"lach,",liggen,"v(fin,past,lex)"
een,een,art(indef)
loose,loos,n(sing)
vonck:,vonk,n(sing)
Sy,een,adv(gener)
gaf,geven,"v(fin,past,lex)"
de,de,art(def)
tongh,tong,n(sing)
een,een,art(indef)
vliet,vlieten,n(sing)
van,van,adp()
"tael,",taal,n(prop)
De,eer,pron(poss)
"keel,",keel,n(sing)
't,het,art(def)
geschal,geschal,n(sing)
van,van,adp()
Nachtegael.,achtenaal,n(prop)
Bevalligheedjes,eevlaasdig,adv(gener)
met,met,adp()
Sy,gij,"pron(pers,1,sing)"
toe,toe,adv(gener)
mat,mat,adj()
haren,haar,pron(poss)
"tret,",treden,n(sing)
En,ne,conj(coord)
maeckte,maken,"v(fin,past,lex)"
vast,vast,adj()
aen,aan,adp()
elck,elk,pron(indef)
verset:,verzetten,adj()
Van,ja,interj()
Vinger,ingaar,adj()
"wit,",wit,n(sing)
op,op,adp()
"Boogh,",hoog,n(sing)
of,of,conj(coord)
"Snaer,",jaar,adv(gener)
Een,een,art(indef)
swier,zweer,n(sing)
die,die,pron(rel)
't,eten,adv(gener)
hertje,hart,adj()
wort,worden,"v(fin,pres,aux_cop)"
gewaer.,gewaar,adj()
Ick,ook,adv(gener)
meen,meen,adv(gener)
geen,geen,pron(indef)
Venus,hen,n(sing)
voelt,voelen,"v(fin,pres,lex)"
U,hij,conj(coord)
vlammen,vlam,n(plu)
wel,wel,adv(gener)
verkoelt,verkoelen,"v(participle,past)"
Sint,eind,conj(coord)
dat,dat,conj(subord)
sy,zij,"pron(pers,3,sing)"
u,gij,"pron(pers,2,plu)"
dus,dus,adv(dem)
heeft,hebben,"v(fin,pres,aux_cop)"
gedroelt.,drolen,"v(participle,past)"
En,een,art(indef)
soo,zo,adv(resum)
gy,gij,"pron(pers,2,plu)"
niet,niet,adv(neg)
ras,ras,adj()
op,op,adp()
en,ne,adv(neg)
