form,lemma,pos
Wat,hebben,adv(gener)
mag,mogen,"v(fin,pres,aux_cop)"
dog,doch,adv(gener)
de,de,pron(rel)
nijd,nijd,n(sing)
meer,meer,adv(gener)
"woeden,",woeden,v(infin)
en,ne,adv(neg)
verbittert,verbitteren,"v(participle,past)"
nog,noch,conj(coord)
"vermoeden,",vermoeden,v(infin)
datze,dat+zij,"conj(subord)+pron(pers,3,sing)"
Sluijten,geluiden,v(infin)
kan,kunnen,"v(fin,pres,aux_cop)"
in't,intat,adp()+art(def)
graf.,graf,n(sing)
die,die,pron(rel)
door,door,adp()
Steenen,eten,misc()
heen,heen,adv(gener)
kan,kunnen,"v(fin,pres,aux_cop)"
"breken,",breken,v(infin)
en,een,art(indef)
dikmaals,dikmaals,n(sing)
tot,tot,adp()
zijns,hem,pron(poss)
magts,macht,n(sing)
"teken,",teken,n(sing)
aan,aan,adp()
de,de,art(def)
dooden,dode,n(plu)
tleven,het+leven,art(def)+n(sing)
gaf?,geven,"v(fin,past,lex)"
Gaat,haat,n(prop)
"vrij,",vrij,adj()
"wagters,",wachter,n(sing)
weer,zijn,"v(fin,past,aux_cop)"
ter,de+te,adp()+art(def)
"Stede,",ade,n(sing)
boodschapt,boodschappen,n(sing)
"dat,",dat,pron(dem)
die,die,pron(dem)
heeft,hebben,"v(fin,pres,aux_cop)"
"geleden,",lijden,"v(participle,past)"
van,van,adp()
de,de,art(def)
dood,dood,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
op,op,adp()
gestaan.,staan,n(sing)
wanneer,wanneer,adv(inter)
d'aard,dat+het,art(def)+n(sing)
begon,beginnen,"v(fin,past,lex)"
te,te,adp()
"beven,",beven,v(infin)
toen,tonen,adv(gener)
hernam,hierna,n(prop)
hij,hij,"pron(pers,3,sing)"
weer,zijn,"v(fin,past,aux_cop)"
het,het,"pron(pers,3,sing)"
"leven,",leven,v(infin)
en,ne,adv(neg)
is,zijn,"v(fin,pres,aux_cop)"
uijt,het+wij,conj(coord)
het,het,"pron(pers,3,sing)"
graf,graf,n(sing)
gegaan.,gaan,"v(participle,past)"
Keert,eren,"v(fin,pres,aux_cop)"
"vrij,",vrij,adj()
"vrouwen,",vrouw,n(sing)
met,met,adp()
uw,uw,pron(poss)
kruiden,kruid,n(plu)
vers,vers,n(sing)
gepluktint,plukken,"v(participle,past)"
warme,warm,"v(fin,past,aux_cop)"
zuiden:,zuiden,v(infin)
al,al,conj(subord)
ist,zijn+het,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
vroeg,vroeg,n(sing)
gij,gij,"pron(pers,2,plu)"
komt,komen,"v(fin,pres,lex)"
te,te,adp()
laat.,lat,n(sing)
hij,hij,"pron(pers,3,sing)"
is,zijn,"v(fin,pres,aux_cop)"
voor,voor,adp()
de,de,art(def)
zon,zoon,n(sing)
"verrezen,",verrijzen,"v(participle,past)"
met,met,adp()
zijn,zijn,pron(poss)
onbederflijk,onbederfelijk,adj()
"wezen,",wezen,n(sing)
balzem,balsem,n(sing)
komt,komen,"v(fin,pres,lex)"
hier,hier,adv(dem)
niet,niet,adv(neg)
te,te,adp()
Staat.,getaat,n(sing)
Waarzijn,harsje,n(sing)
"nu,",nu,adv(dem)
ô,.,adv(neg)
"dood,",dood,v(imp)
uw,uw,"pron(pers,1,sing)"
"kragten,",kracht,v(infin)
uwe,uw,pron(poss)
"prikkel,",prikkel,n(sing)
uwe,uw,pron(poss)
magten?,macht,n(plu)
hier,hier,adv(dem)
ô,de,pronadv(prep)
"dood,",dood,adj()
is,zijn,"v(fin,pres,aux_cop)"
uwe,uw,pron(poss)
dood,dood,n(sing)
"wil,",willen,adv(gener)
ô,:,"pron(pers,2,plu)"
"dood,",dood,v(imp)
uw,uw,pron(poss)
praal,praat,adj()
dan,dan,adv(gener)
"Staaken,",getaken,n(sing)+adp()
"Jesus,",chusai,n(prop)
die,die,pron(rel)
de,de,art(def)
dood,dood,n(sing)
kwam,komen,adj()
"Smaaken,",maken,n(prop)
heeft,hebben,"v(fin,pres,aux_cop)"
uw,uw,"pron(pers,2,plu)"
van,van,adp()
uw,uw,pron(poss)
kragt,kracht,n(sing)
onbloot.,ontblijden,adj()
