form,lemma,pos
DEn,een,adp()
Heere,eer,pron(poss)
prijs.,prijs,n(sing)
dat,dat,pron(dem)
eyscht,eisen,"v(fin,pres,lex)"
de,de,art(def)
"reden,",rede,n(plu)
Dewijl,eeuwig,adv(gener)
hy,hij,"pron(pers,3,sing)"
is,zijn,"v(fin,pres,aux_cop)"
vol,vol,adj()
lieflijckheden;,lieflijkheid,n(sing)
Het,eten,adv(gener)
zijn,zijn,"v(fin,pres,aux_cop)"
betamelijcke,betamelijk,adj()
"dingen,",ding,n(plu)
Het,eten,adv(gener)
loff,lof,n(sing)
van,van,adp()
sijnen,zijn,pron(poss)
Godt,hoofd,n(sing)
te,te,adp()
singen:,zingen,v(infin)
Van,hangen,adp()
sijnen,zijn,pron(poss)
heylandt:,heiland,n(sing)
die’t,diet,"pron(rel)+pron(pers,3,sing)"
vervallen,vervallen,"v(participle,past)"
Ierusalem,jeruzalem,n(prop)
brengt,brengen,"v(fin,pres,lex)"
in,in,adp()
sijn’,zijn,pron(poss)
"wallen,",wal,n(sing)
Brengt,vernechten,"v(fin,pres,lex)"
uyt,uit,n(sing)
den,de,art(def)
"roest,",roost,n(sing)
brengt,brengen,"v(fin,pres,lex)"
uyt,uit,n(sing)
het,het,"pron(pers,3,sing)"
duyster,duister,"v(fin,pres,lex)"
Ter,hij,pron(poss)
hope,hoop,n(sing)
van,van,adp()
sijn,zijn,pron(poss)
ouden,oud,adj()
luyster:,luist,n(sing)
Die’t,eigen,"pron(pers,3,sing)+interj()"
ballingschap,ballingschap,n(sing)
der,de,art(def)
Abramiten,abraham,n(plu)
Sijn’,eind,adj()
goedtheydt,godheid,n(sing)
eenmael,emaal,adv(gener)
laet,laten,n(sing)
"verdrieten,",verdrieten,v(infin)
En,een,conj(coord)
gaets’,gaan+het,n(sing)
in,in,adp()
verren,ver,adj()
landen,land,n(plu)
"soecken,",zoeken,v(infin)
En,ne,conj(coord)
brengtse,brengen+zij,"v(fin,pres,lex)+pron(pers,3,sing)"
t’saem,tezamen,n(sing)+adp()
uyt,uit,adp()
allen,al,num(indef)
hoecken:,hoek,n(sing)
"Die,",ei,"pron(pers,1,sing)"
in,in,adp()
het,het,"pron(pers,3,sing)"
nijpen,nijpen,"v(fin,pres,lex)"
van,van,adp()
de,de,art(def)
"smerten,",smart,n(plu)
De,ee,conj(coord)
ne’er-geslagen,neergeslagen,adj()
droeve,droef,adj()
herten,hart,n(sing)
Haer,haar,adp()
weedom,wedeodam,n(sing)
"laeft,",loven,"v(fin,past,aux_cop)"
haer,haar,pron(poss)
pijn,pijn,n(sing)
genesen,genezen,"v(participle,past)"
(En,ne,v(infin)
alles,al,num(indef)
quaedts,kwaad,n(sing)
een,een,art(indef)
endt),en+de,adj()
doet,dood,n(sing)
wesen:,wezen,v(infin)
Die,hij,"pron(pers,1,sing)"
’tnoyt-getelde,ontgoedelijkheid,"v(participle,pres)"
tal,dal+te,n(sing)
der,de,art(def)
"sterren,",ster,n(plu)
Der,haar,adp()
Hemel-lichten,eenlipmeet,n(plu)
(die,de,adv(gener)
van,van,adp()
verren,ver,adv(gener)
Ons,een,"v(fin,pres,aux_cop)"
oogen-trotsen),ongetroosten,n(sing)
al,al,adv(gener)
te,te,adp()
samen,samen,adv(gener)
En,en,art(indef)
"telt,",tellen,art(def)+n(sing)
en,ne,adv(neg)
noemt,noemen,"v(fin,pres,lex)"
met,met,adp()
hare,haar,pron(poss)
namen.,naam,n(sing)
Want,hand,conj(coord)
groot,groot,adj()
is,zijn,"v(fin,pres,aux_cop)"
"Godt,",hoofd,conj(coord)
en,een,art(indef)
rijck,rijk,n(sing)
in,in,adp()
krachten;,kracht,n(sing)
Sijns,eind,conj(coord)
wijsheydts,wijsheid,n(sing)
raden,raden,v(infin)
en,en,adv(neg)
gedachten,gedachte,n(plu)
Zijn,en,conj(coord)
voor,voor,adp()
’tvernuft,uitvervond,n(sing)
niet,niet,adv(neg)
uyt,uit,v(prtcl)
te,te,adp()
vinden,vinden,v(infin)
En,en,conj(coord)
aen,aan,adp()
getal,getal,n(sing)
noch,noch,conj(coord)
maet,made,n(sing)
te,te,adp()
binden.,binden,v(infin)
De,eer,conj(coord)
sacht-geaerde,sachterharen,adj()
richt,richten,n(sing)
hy,hij,"pron(pers,3,sing)"
"weder,",weer,adv(gener)
De,een,pron(poss)
goddeloose,goddolen,n(prop)
werpt,werpen,"v(fin,pres,lex)"
hy,hij,"pron(pers,3,sing)"
neder;,neder,"v(fin,pres,lex)"
Hier,ir,n(sing)
sendt,zenden,"v(fin,pres,lex)"
hy,hij,"pron(pers,3,sing)"
"plaegh,",plegen,"v(fin,past,lex)"
daer,daar,adv(dem)
geeft,geven,"v(fin,pres,lex)"
hy,hij,"pron(pers,3,sing)"
"zegen,",zien,v(infin)
Den,een,adv(neg)
goeden,goed,adj()
"me’e,",mee,n(sing)
den,de,art(def)
quaden,kwaad,adj()
tegen.,tegen,adj()
Wel,el,adv(gener)
op,op,adp()
"dan,",dan,adv(gener)
God-gëeyghde,ootgodigheid,"v(participle,pres)"
"sinnen,",zin,v(infin)
Houdt,houden,n(sing)
Godes,hoofd,adv(gener)
waerden,woord,v(infin)
loff,lof,n(sing)
niet,niet,adv(neg)
binnen;,binnen,adv(gener)
Wel,el,adv(gener)
op,op,adp()
met,met,adp()
soeten,zoet,adj()
sang,zang,n(sing)
en,een,conj(coord)
snaren,snaar,adj()
Tot,hoofd,conj(coord)
sijnes,zijn,pron(poss)
glorijs,glorieus,n(sing)
openbaren.,openbaren,v(infin)
Hy,hij,"pron(pers,1,sing)"
neemt,nemen,"v(fin,pres,lex)"
den,de,art(def)
"Hemel,",hemel,n(sing)
overtogen,overtijden,"v(participle,past)"
Met,eten,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
swart,zwart,adj()
"gewolck,",gewelk,n(sing)
uyt,uit,n(sing)
onsen,ons,pron(poss)
oogen;,oog,n(plu)
Hy,een,adv(gener)
laeft,loven,"v(fin,pres,lex)"
de,de,art(def)
"aerd,",aard,n(sing)
om,om,adp()
vocht,voogd,n(sing)
"verlegen,",verliggen,adj()
Met,eten,n(sing)
droppen,drop,n(sing)
van,van,adp()
bequamen,bekomen,n(sing)
"regen,",regen,n(sing)
De,eer,pron(poss)
bergen,bergen,v(infin)
doet,doen,"v(fin,pres,aux_cop)"
hy,hij,"pron(pers,3,sing)"
kruyden,kruiden,v(infin)
geven;,geven,v(infin)
Met,eten,conj(coord)
spijse,spijs,n(plu)
reckt,rekken,"v(fin,pres,lex)"
hy,hij,"pron(pers,3,sing)"
’tvee,te+ete,num(card)
sijn,zijn,v(infin)
leven;,leven,n(sing)
Oock,ook,adv(gener)
weten,weten,v(infin)
van,van,adp()
sijn,zijn,pron(poss)
milde,mild,adj()
gaven,gave,n(plu)
De,eer,pron(poss)
hooge,hoog,adj()
nesten,naaste,n(plu)
van,van,adp()
den,de,art(def)
raven.,raaf,n(plu)
De,eer,conj(coord)
teer-gebeckte,terechtzek,art(def)+adj()
"raven-jongen,",ravingschoon,n(plu)
"Wanneerse,",janearis,n(prop)
door,door,adp()
den,de,art(def)
noodt,nood,n(sing)
