form,lemma,pos
HOort,het+horen,n(sing)
een,een,art(indef)
gelijckenis:,gelijkenis,n(sing)
Hoe,hoe,interj()
Lazarus,asar,n(prop)
vol,vol,adv(gener)
"schurft,",schurft,n(sing)
lagh,liggen,v(imp)
voor,voor,adp()
eens,een,art(indef)
Rijcken,hek,n(sing)
deur:,deur,n(sing)
Die,hij,interj()
lecker,lekker,n(sing)
aen,aan,adp()
den,de,art(def)
"disch,",dis,n(sing)
In,een,conj(coord)
velp,verplegen,n(sing)
en,een,art(indef)
zyde,zijde,n(sing)
"bromd',",brondmeerd,adv(gener)
na,na,adp()
aller,al,num(indef)
hoven,hof,n(plu)
sleur:,slaan,art(def)+n(sing)
Daer,zij,adp()
d'arme,darm,pronadv(dem)
"Man,",hangen,adp()
Bid,eten,interj()
wat,wat,pron(rel)
hy,hij,"pron(pers,3,sing)"
bidden,bidden,"v(fin,pres,lex)"
"kan,",kunnen,"v(fin,pres,aux_cop)"
Op,op,adp()
dat,dat,conj(subord)
een,een,art(indef)
kruymken,krom,adj()
"brood,",brood,n(sing)
Mocht,hochten,adv(gener)
stelpen,stelpen,v(infin)
sijne,zijn,pron(poss)
nood.,nood,n(sing)
De,eer,conj(subord)
Hondtjes,het+onttiën,n(sing)
"onverwijl,",onverwijl,adv(gener)
Sijn,een,adp()
sweeren,zweer,adj()
"leckten,",likken,n(sing)
daer,daar,adv(rel)
hy,hij,"pron(pers,3,sing)"
lach,liggen,"v(fin,past,lex)"
beroyt,berouwen,"v(participle,past)"
en,ne,art(indef)
bloot:,bloot,n(sing)
En,een,conj(coord)
Lazarus,asar,n(prop)
stierf,sterven,"v(fin,past,lex)"
in,in,adp()
"yl,",el,n(sing)
Van,hangen,adp()
d'Engelen,de+engel,n(plu)+art(def)
gevoert,voeren,"v(participle,past)"
zijnd',zijn,"v(fin,pres,aux_cop)"
in,in,adp()
Abrahams,brabam,n(prop)
schoot:,schoot,n(prop)
De,ee,interj()
Rijcke,ik,"pron(pers,1,sing)"
"mee,",mee,n(prop)
Vol,al,n(sing)
jammer,jammer,adj()
stierf,sterven,n(sing)
en,een,conj(coord)
"wee,",wee,"v(fin,past,aux_cop)"
Wien,eine,conj(coord)
't,eten,art(def)
bangh,bang,n(sing)
en,ne,conj(coord)
naer,naar,pronadv(rel)
"gemoedt,",moeden,"v(participle,past)"
Pranghd',vrangen,adj()
in,in,adp()
der,de,art(def)
Hellen,el,n(sing)
gloedt.,goeden,n(sing)
Wanneer,jane,adv(gener)
hy,hij,"pron(pers,3,sing)"
sijn,zijn,"v(fin,pres,aux_cop)"
"gesicht,",ziekte,"v(participle,past)"
Ten,een,art(indef)
Hemel,hemel,adj()
"sloegh,",slaan,"v(fin,past,lex)"
en,ne,adv(neg)
sagh,zien,"v(fin,past,lex)"
daer,daar,adv(dem)
Lazarus,azarja,n(prop)
"vereert,",vererren,"v(participle,past)"
In,ne,art(indef)
Abrams,brabants,n(sing)
schoot,schoot,n(sing)
"verlicht,",verlichten,"v(fin,pres,lex)"
En,ne,"pron(pers,3,sing)+adv(neg)"
hy,hij,"pron(pers,3,sing)"
ter,de+te,adp()+art(def)
Hellen,el,n(sing)
vlam,vlam,n(sing)
ellendigh,ellendig,adj()
lagh,liggen,n(sing)
verneert:,verneren,adj()
Riep,jopen,conj(coord)
"hy,",hij,"pron(pers,3,sing)"
eylaes!,elia,n(sing)
Rampsaligh,amalmili's1e,adv(gener)
en,en,art(indef)
seer,zeer,adv(gener)
dwaes!,dat+waar,n(sing)+art(def)
Ontfarmt,ontfermen,adv(gener)
u,gij,pron(poss)
mijner,mijn,pron(poss)
Heer!,eer,n(sing)
Dat,hebben,n(sing)
Lazarus,asar,n(prop)
dael,dal,n(sing)
neer.,neer,adv(gener)
Dat,hebben,conj(subord)
hy,hij,"pron(pers,3,sing)"
sijn,zijn,pron(poss)
vingers,vinger,n(sing)
"doop,",dopen,n(sing)
En,ne,conj(coord)
net,niet,n(sing)
mijn,mijn,pron(poss)
dorre,dor,adj()
"tongh,",tong,n(sing)
die,die,pron(rel)
nu,nu,adv(dem)
verschroockt,versroken,"v(fin,pres,lex)"
in,in,adp()
't,eten,art(def)
vyer:,vier,n(sing)
Ey,een,"pron(pers,1,sing)"
gun,gij,pron(dem)
my,ik,"pron(pers,1,sing)"
dese,deze,pron(dem)
hoop!,hoop,n(sing)
O,.,conj(coord)
Kindt,eind,adv(gener)
seyd',zeggen,"v(fin,pres,lex)"
"Abraham,",braham,n(prop)
ghy,gij,"pron(pers,2,plu)"
swom,som,"v(fin,pres,lex)"
in,in,pronadv(rel)
weeld',weelde,n(sing)
en,en,art(indef)
cier:,cier,"v(fin,pres,lex)"
Daer,zij,adp()
dese,deze,pron(dem)
"Man,",johannes,n(sing)
Was,als,interj()
't,at,art(def)
vaeghsel,vagel,n(sing)
van,van,adp()
de,de,art(def)
"wann',",wanneer,n(sing)
Die,ie,conj(coord)
