form,lemma,pos
Ick,200,"pron(pers,1,sing)"
roep,roepen,v(imp)
u,gij,"pron(pers,2,plu)"
o,o,interj()
Hemelsche,hemels,adj()
Vader,ader,n(sing)
"aen,",aan,n(sing)
Wilt,houden,n(sing)
mijn,mijn,pron(poss)
gheloove,geloof,n(sing)
"stercken,",sterken,v(infin)
Op,op,conj(coord)
dat,dat,pron(rel)
ick,ik,"pron(pers,1,sing)"
mach,mogen,"v(fin,pres,aux_cop)"
vromelijck,vromelijk,adv(gener)
blijven,blijven,v(infin)
"staen,",staan,v(infin)
Met,eten,conj(coord)
u,uw,pron(poss)
waerheyt,waarheid,n(sing)
"aen-ghedaen,",aandoen,"v(participle,past)"
Al,al,adv(gener)
sonder,zonder,adp()
af,af,v(prtcl)
te,te,adp()
"gaen,",gaan,v(infin)
och,och,conj(coord)
God,hood,adv(gener)
wilt,willen,adj()
in,in,adp()
my,ik,"pron(pers,1,sing)"
wercken,werk,n(plu)
O,.,adp()
Heer,eer,n(sing)
in,in,adp()
den,de,art(def)
noot,nood,n(sing)
doet,doen,v(imp)
my,ik,"pron(pers,1,sing)"
"bystant,",bijstand,"v(participle,past)"
Gheeft,hebben,v(imp)
mijn,mijn,pron(poss)
mondt,mond,n(sing)
om,om,conj(subord)
te,te,adp()
"spreecken,",spreken,v(infin)
Ick,erk,"pron(pers,1,sing)"
ben,zijn,"v(fin,pres,aux_cop)"
hier,hier,adv(dem)
in,in,adp()
mijn,mijn,pron(poss)
vyanden,vijand,n(plu)
"handt,",hand,adj()
In,ne,conj(coord)
der,de,art(def)
wreeden,wreed,n(plu)
Leeuwen,eeuwen,adv(gener)
"tand,",tand,art(def)+n(sing)
U,hij,misc()
heylig,heilig,adj()
woort,woord,n(sing)
"playsant,",plazianus,n(sing)
doet,doen,"v(fin,pres,lex)"
my,ik,"pron(pers,1,sing)"
met,met,adp()
kragt,kracht,n(sing)
uytbreken.,uitbreken,"v(fin,pres,lex)"
Mijn,een,pron(poss)
kragt,kracht,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
seer,zeer,adv(gener)
"kleyn,",klein,adj()
u,gij,pron(poss)
Heer,eer,adv(gener)
"bekent,",bekennen,"v(participle,past)"
Gy,hij,interj()
wilt,willen,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
doch,doch,adv(gener)
"aenveerden,",aanvaarden,v(infin)
Uwen,uw,adj()
gheest,geest,n(sing)
der,de,art(def)
waerheyt,waarheid,n(sing)
in,in,adp()
my,ik,"pron(pers,1,sing)"
"sendt,",zenden,"v(fin,pres,lex)"
Ghy,hij,"pron(pers,2,plu)"
zijt,zijn,v(imp)
mijn,mijn,pron(poss)
"fondament,",fundament,n(sing)
Weest,eesten,v(imp)
my,ik,"pron(pers,1,sing)"
altijt,altijd,adv(gener)
"ontrent,",ontrenten,"v(participle,past)"
dat,dat,conj(subord)
ik,ik,"pron(pers,1,sing)"
doch,doch,adv(gener)
mag,mogen,"v(fin,pres,aux_cop)"
"volheerden,",volharden,v(infin)
De,eer,pron(poss)
Heer,eer,adv(gener)
spreekt,spreken,"v(fin,pres,lex)"
tot,tot,adp()
"my,",ik,"pron(pers,1,sing)"
en,ne,adv(neg)
weest,zijn,v(imp)
niet,niet,adv(neg)
"bevreest,",bevreesd,adj()
En,ne,adv(neg)
willet,willen,"v(fin,pres,aux_cop)"
oock,ook,adv(gener)
niet,niet,adv(neg)
"beeven,",beven,v(infin)
Al,al,adv(gener)
vindt,vinden,"v(fin,pres,lex)"
ghy,gij,"pron(pers,2,plu)"
u,gij,"pron(pers,2,plu)"
hier,hier,adv(dem)
in,in,adp()
een,een,art(indef)
wilt,willen,v(imp)
foreest.,foreest,n(sing)
By,gij,adp()
den,de,art(def)
Draeck,gerak,n(sing)
en,en,conj(coord)
oock,ook,adv(gener)
dat,dat,art(def)
"Beest,",esten,"v(fin,pres,lex)"
Ick,erk,"pron(pers,1,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,plu)"
mijnen,mijn,pron(poss)
gheest,geest,n(sing)
tot,tot,adp()
een,een,art(indef)
vertrooster,vertrooster,n(sing)
gheven,geven,v(infin)
Hoe,hoe,conj(coord)
komt,komen,"v(fin,pres,lex)"
dat,dat,conj(subord)
gy,gij,"pron(pers,2,plu)"
u,gij,"pron(refl,2,plu)"
voor,voor,adp()
menschen,mens,n(plu)
vervaert,vervaard,"v(fin,pres,lex)"
Die,ie,conj(coord)
doch,doch,adv(gener)
moeten,moeten,"v(fin,pres,aux_cop)"
"sterven,",sterven,v(infin)
Ick,ook,adv(gener)
hebbe,hebben,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,plu)"
uyt,uit,n(sing)
verre,ver,adj()
landen,land,n(plu)
"vergaert,",vergaard,adj()
Als,als,adv(gener)
mijn,mijn,pron(poss)
oogh-appel,ongepalp,n(sing)
"bewaert,",bewaren,"v(participle,past)"
Gy,hij,pron(poss)
zijt,zijn,n(sing)
van,van,adp()
mijne,mijn,pron(poss)
"aert,",aard,n(sing)
gy,gij,"pron(pers,2,plu)"
en,ne,adv(neg)
sult,zullen,"v(fin,pres,aux_cop)"
niet,niet,adv(neg)
bederven,bederven,v(infin)
Keert,eer+het,v(imp)
u,gij,pron(poss)
tot,tot,adp()
"my,",ik,"pron(pers,1,sing)"
mijn,mijn,pron(poss)
leden,lijden,n(plu)
"teer,",teer,adv(gener)
Soo,o,n(prop)
meught,mogen,n(sing)
ghy,gij,"pron(pers,2,plu)"
zaligh,zalig,"v(fin,pres,aux_cop)"
"wesen,",wezen,v(infin)
En,ne,conj(coord)
vreest,vrezen,"v(fin,pres,lex)"
noch,noch,conj(coord)
en,ne,adv(neg)
beeft,beven,"v(fin,pres,lex)"
voortaen,voortaan,adv(gener)
niet,niet,adv(neg)
"meer,",meer,num(indef)
Ick,ook,adv(gener)
ben,zijn,"v(fin,pres,aux_cop)"
alleen,alleen,adv(gener)
u,uw,pron(poss)
"Heer,",eer,n(sing)
En,ne,adv(neg)
wijkt,wijken,"v(fin,pres,lex)"
niet,niet,adv(neg)
van,van,adp()
mijn,mijn,pron(poss)
"leer,",leren,n(sing)
o,o,interj()
gy,gij,"pron(pers,2,plu)"
mijn,mijn,pron(poss)
volck,volk,n(sing)
ghepresen.,prijzen,"v(participle,past)"
Komt,hoeden,adp()
al,al,adv(gener)
tot,tot,adp()
my,ik,"pron(pers,1,sing)"
die,de,pron(rel)
hier,hier,adv(dem)
"arbeyt,",arbeiden,"v(fin,pres,lex)"
Belast,lazast,adv(gener)
zijt,zijn,"v(fin,pres,aux_cop)"
en,en,adv(neg)
"beladen,",beladen,"v(fin,pres,lex)"
Een,een,art(indef)
eeuwighe,eeuwig,adj()
vreught,vrucht,adj()
is,zijn,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,sing)"
"bereydt,",bereiden,"v(participle,past)"
Al,al,adv(gener)
door,door,adp()
"ghenadigheydt,",genadigheid,n(sing)
‘k,koken,misc()
Sal,al,conj(coord)
u,gij,"pron(pers,2,plu)"
met,met,adp()
klaer,klaar,n(sing)
"bescheyt,",bescheid,n(sing)
uyt,uit,v(prtcl)
liefden,liefde,n(sing)
versaden,verzaden,v(infin)
8/,achtste,adp()
Ghy,hij,pron(poss)
zijt,zijn,n(sing)
mijn,mijn,pron(poss)
"vrienden,",vriend,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
‘t,het,art(def)
dat,dat,conj(subord)
ghy,gij,"pron(pers,2,sing)"
doet,doen,"v(fin,pres,lex)"
Al,al,num(indef)
dat,dat,conj(subord)
ick,ik,"pron(pers,1,sing)"
u,gij,"pron(pers,2,sing)"
"ghebiede,",gebieden,"v(fin,pres,lex)"
Ick,chuk,"pron(pers,1,sing)"
late,laten,"v(fin,pres,lex)"
voor,voor,adp()
u,gij,"pron(pers,2,sing)"
mijn,mijn,pron(poss)
leven,leven,n(sing)
"goet,",goed,adj()
Mijn,een,adv(gener)
uyt-verkoren,uitverkoren,adj()
"vroet,",vroed,n(sing)
Uyt,eten,adp()
grooter,groot,adj()
liefden,liefde,n(sing)
"soet,",zoet,"v(fin,pres,lex)"
dat,dat,conj(subord)
dit,dit,pron(dem)
van,van,adp()
my,ik,"pron(pers,1,sing)"
geschiede,geschieden,"v(fin,past,lex)"
O,:,punc(quest)
Zyon,yono,n(prop)
om,om,adp()
uwen,uw,pron(poss)
‘t,ut,n(sing)
"wille,",wil,n(sing)
