form,lemma,pos
GEnade,genade,n(sing)
en,en,conj(coord)
vrede,vrede,n(sing)
van,van,adp()
godt,god,n(prop)
den,de,art(def)
vader,vader,n(sing)
Door,horen,n(sing)
Christum,herstum,n(sing)
onsen,ons,pron(poss)
Heer,eer,adj()
Wensch,ens,n(sing)
ick,ik,"pron(pers,1,sing)"
v,uw,"pron(pers,2,plu)"
vrienden,vriend,n(plu)
seer,zeer,n(plu)
Dat,hebben,conj(subord)
wy,wij,"pron(pers,1,plu)"
mogen,mogen,"v(fin,pres,aux_cop)"
comen,komen,v(infin)
nader,na+de,adp()+art(def)
Die,hij,pron(poss)
waerheyt,waarheid,n(sing)
altijt,altijd,adv(gener)
meer,meer,adv(gener)
Die,ie,interj()
waerheyt,waarheid,n(sing)
altijt,altijd,adv(gener)
meer,meer,adv(gener)
Want,hand,adj()
Gods,hoofd,adv(gener)
"begheer,",begeren,adj()
is,zijn,"v(fin,pres,aux_cop)"
een,een,art(indef)
ghemeente,gemeente,n(sing)
"ghepresen,",prijzen,v(infin)
Die,hij,"pron(pers,1,sing)+adv(neg)"
moet,moeten,"v(fin,pres,aux_cop)"
voor,voor,adp()
hem,hij,"pron(refl,3,sing)"
onstraffelijck,ontstraffelijk,adj()
wesen,wezen,v(infin)
Also,alzo,conj(subord)
wy,wij,"pron(pers,1,plu)"
in,in,adp()
die,de,art(def)
Schriftuere,ertoven,n(sing)
lesen,lezen,"v(fin,pres,lex)"
Laet,hebben,"v(fin,pres,aux_cop)"
ons,wij,"pron(pers,1,plu)"
toch,toch,adv(gener)
soecken,zoeken,"v(fin,pres,lex)"
Christus,christus,n(prop)
eer.,eer,adv(gener)
Die,je,adj()
mensch,mens,n(sing)
die,die,pron(rel)
was,zijn,"v(fin,past,aux_cop)"
van,van,adp()
god,god,n(prop)
geschapen,scheppen,"v(participle,past)"
Tot,hoofd,conj(coord)
goede,goed,adj()
wercken,werk,n(plu)
hoort,horen,"v(fin,pres,lex)"
Maer,haar,n(sing)
Adam,etam,n(sing)
die,die,pron(rel)
verloort,verloren,"v(fin,pres,lex)"
Christus,christus,n(prop)
die,die,pron(rel)
brocht,brengen,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
weder,weder,adv(gener)
wapen,wapen,n(sing)
Dat,hat,adp()+art(def)
swaert,zwaard,n(sing)
des,de,art(def)
gheests,geest,n(sing)
zijn,zijn,pron(poss)
"woort,",woord,n(sing)
Dat,hebben,adp()+art(def)
swaert,zwaard,n(sing)
des,de,art(def)
gheests,geest,n(sing)
zijn,zijn,pron(poss)
woort,woord,n(sing)
Die,hij,conj(coord)
nieu,nieuw,adj()
"herboort,",harbert,adj()
nae,na,adp()
zijn,zijn,pron(poss)
wel,wel,adv(gener)
"behagen,",behagen,"v(participle,past)"
So,o,conj(subord)
hy,hij,"pron(pers,3,sing)"
die,de,art(def)
menschen,mens,n(plu)
hier,hier,adv(dem)
wil,willen,"v(fin,pres,aux_cop)"
draghen,dragen,v(infin)
Die,je,adv(gener)
int,het+in,art(def)+adp()
ghemoede,gemoed,n(sing)
niet,niet,adv(neg)
vertragen,vertragen,v(infin)
Maer,haar,adp()
vierich,vurig,num(card)
houden,houden,n(plu)
goet,goed,adj()
accoort.,accoord,n(sing)
Dit,het,conj(coord)
gelt,geld,n(sing)
ons,wij,"pron(pers,1,plu)"
oock,ook,adv(gener)
het,het,"pron(pers,3,sing)"
eeuwich,eeuwig,adj()
leuen,leven,"v(fin,pres,lex)"
Och,gij,"pron(pers,2,plu)"
vrienden,vriend,n(plu)
wel,wel,adv(gener)
verstaet,verstaan,"v(fin,pres,lex)"
Wie,hij,conj(coord)
na,na,adp()
den,de,art(def)
vleesch,vlees,n(sing)
voort,voort,adv(gener)
gaet,gaan,"v(fin,pres,lex)"
Die,hij,pron(indef)
moet,moeten,"v(fin,pres,aux_cop)"
steruen,sterven,v(infin)
so,zo,adv(resum)
daer,daar,adv(dem)
staet,staan,"v(fin,pres,aux_cop)"
geschreuen,schrijven,"v(participle,past)"
Romeynen,omenijn,n(plu)
acht,acht,num(card)
dit,dit,pron(dem)
vaet,vat,"v(fin,pres,lex)"
Romeynen,omenijn,v(infin)
acht,achten,num(card)
dit,dit,pron(dem)
vaet,vangen,"v(fin,pres,lex)"
Schout,echt,n(sing)
vroech,vroeg,adv(gener)
en,ne,adv(neg)
"laet,",laten,"v(fin,pres,lex)"
al,al,num(indef)
dat,dat,pron(rel)
v,gij,"pron(pers,2,plu)"
mach,mogen,"v(fin,pres,aux_cop)"
besmitten,besmetten,v(infin)
So,o,interj()
wie,wie,pron(inter)
verwint,verwinnen,"v(fin,pres,lex)"
salt,zullen+het,"v(fin,pres,aux_cop)"
al,al,num(indef)
besitten,bezitten,v(infin)
Hier,hier,conj(coord)
naemaels,namaals,adv(gener)
worden,worden,"v(fin,past,aux_cop)"
met,met,adp()
