form,lemma,pos
"Wegh,",eg,n(sing)
wegh,weg,n(sing)
nu,nu,adv(dem)
sonder,zonder,adp()
letten,letten,n(sing)
Mars,haar,pron(poss)
bloet-gierigh,bloedgoedig,adj()
beest,beest,n(sing)
valjant,valland,n(sing)
Wegh,eg,n(sing)
Trommels,de+romel,n(sing)
en,en,art(indef)
"Trompetten,",grompet,n(sing)
Reyst,zijn+het,n(sing)
vry,vrij,adj()
nae,na,adp()
een,een,art(indef)
ander,ander,adj()
"lant,",land,n(sing)
Ghy,hij,n(sing)
hebt,hebben,"v(fin,pres,aux_cop)"
in,in,adp()
korte,kort,n(sing)
Jaren,haar,n(sing)
Soo,o,interj()
ick,ik,"pron(pers,1,sing)"
u,gij,"pron(pers,2,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
"verklaren,",verklaren,v(infin)
Veel,eel,n(sing)
die,die,pron(rel)
in,in,adp()
weelde,weelde,n(sing)
waren,zijn,"v(fin,past,aux_cop)"
Laes,aas,n(prop)
gebrocht,brengen,"v(participle,past)"
in,in,adp()
droeven,droef,n(sing)
stant.,staan,"v(fin,pres,lex)"
Lief-hebbers,overborgst,n(plu)
hier,hier,adv(dem)
ter,te+de,art(def)+adp()
stede,stad,n(sing)
Die,hij,n(sing)
den,de,art(def)
Vrede,gereed,n(sing)
hoogelijck,hooglijk,adv(gener)
prijst,prijzen,"v(fin,pres,lex)"
Een,een,art(indef)
teycken,teken,n(sing)
daer,daar,pronadv(rel)
ghy,gij,"pron(pers,2,sing)"
mede,mede,pronadv(rel)
Goede,hoede,"v(fin,pres,lex)"
Christenschap,erschistenschap,n(sing)
"bewijst,",bewijzen,"v(fin,pres,lex)"
Jck,elk,"pron(pers,1,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,plu)"
sonder,zonder,adp()
storen,storen,v(infin)
Niemant,iemand,n(sing)
en,ne,adv(neg)
stopt,stoppen,"v(fin,pres,lex)"
sijn,zijn,pron(poss)
oore,oor,n(sing)
Hier,ier,adv(gener)
datelijck,datelijk,adv(gener)
laten,laten,v(infin)
hooren,horen,v(infin)
Van,ja,v(imp)
de,de,art(def)
Vrede,gereed,n(sing)
die,die,pron(rel)
meenigh,menig,num(indef)
spijst.,spijzen,"v(fin,pres,lex)"
Wy,hij,adv(gener)
hebben,hebben,"v(fin,pres,aux_cop)"
groot,groot,adj()
verlangen,verlangen,n(sing)
Na,a,adp()
den,de,art(def)
Vrede,gereed,n(sing)
seer,zeer,adv(gener)
langh,lang,adv(gener)
"gehadt,",hebben,"v(participle,past)"
Dus,huis,interj()
singht,zingen,"v(fin,pres,lex)"
den,de,art(def)
Heer,eer,n(sing)
"Lof-sangen,",afgaan,n(plu)
Die,hij,adp()
den,de,art(def)
vrede,vrede,n(sing)
dees,deze,pron(dem)
waerden,woord,n(plu)
schat,schat,n(sing)
Daer,zij,adv(gener)
al,al,pron(indef)
't,eten,art(def)
goet,goed,n(sing)
uyt,uit,n(sing)
komt,komen,"v(fin,pres,lex)"
spruyten,spruiten,v(infin)
Nu,uw,"pron(pers,2,plu)"
heeft,hebben,"v(fin,pres,aux_cop)"
laten,laten,v(infin)
"besluyten,",splijten,"v(participle,past)"
Tot,hoofd,conj(coord)
Munster,nonst,adj()
vol,vol,adv(gener)
virtuyten,virtuut,n(plu)
Ach,gij,adj()
gesegende,zien,adj()
waerde,woord,n(sing)
Stadt.,hebben,"pron(pers,3,sing)+conj(subord)"
Dit,het,adv(gener)
Liedt,iet,n(sing)
tot,tot,adp()
u,gij,"pron(pers,2,sing)"
believen,believen,v(infin)
Js,zijn,"v(fin,pres,aux_cop)"
gedicht,dichten,"v(participle,past)"
vaet,vangen,"v(fin,pres,lex)"
het,het,"pron(pers,3,sing)"
verstant,verstand,n(sing)
Uyt,het,n(sing)
veel,veel,num(indef)
verscheyde,verscheiden,adj()
brieven,brief,n(plu)
En,lemma_unclear,adv(neg)
bevestight,bevistigen,"v(participle,past)"
met,met,adp()
den,de,art(def)
Courant,overnat,n(sing)
Ja,a,conj(coord)
't,het,art(def)
welck,welk,pron(rel)
noch,nog,adv(gener)
hier,hier,adv(dem)
beneven,beneven,adp()
Tot,hoot,n(prop)
Brussel,arsule,n(prop)
is,zijn,"v(fin,pres,aux_cop)"
geschreven,schrijven,"v(participle,past)"
En,en,pronadv(rel)
in,in,adp()
het,het,"pron(pers,3,sing)"
Hof,of,pronadv(prep)
gegeven,geven,"v(participle,past)"
Aen,een,adp()
