form,lemma,pos
Wat,haten,adv(gener)
benne,binnen,"v(fin,pres,lex)"
wy,wij,"pron(pers,1,plu)"
slegte,slecht,"v(fin,pres,lex)"
minnaers,minnaar,pron(poss)+n(sing)
"dom,",dom,n(sing)
Die,hier,interj()
somtijds,somtijds,misc()
langs,langs,adp()
de,de,art(def)
weg,weg,n(sing)
gaen,gaan,v(infin)
dwalen,dwalen,v(infin)
Hoe,hoe,conj(coord)
ligtelijk,lichtelijk,adv(gener)
plukken,plukken,"v(fin,pres,lex)"
wy,wij,"pron(pers,1,plu)"
een,een,art(indef)
schoon,schoon,adj()
"blom,",bloem,n(sing)
Die,ie,adp()
ons,wij,"pron(pers,1,plu)"
doet,doen,adj()
nederdalen.,nederdaal,v(infin)
Nu,gij,adv(gener)
heb,hebben,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
een,een,art(indef)
Edelmans,edelman,n(sing)
Dogter,hochter,adp()+art(def)
"bemind,",beminnen,n(sing)
Dat,hebben,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
mijn,mijn,pron(poss)
alsoo,alzo,adv(gener)
grooten,groot,adj()
"hertseeren,",hertseren,n(sing)
Jk,ik,adv(gener)
heb,hebben,"v(fin,pres,aux_cop)"
haer,zij,"pron(refl,3,sing)"
mijn,mijn,pron(poss)
Troutje,hij+horun,n(sing)
wel,wel,adv(gener)
"aengedient,",aandienen,"v(participle,past)"
Maer,zij,pronadv(rel)
zy,zij,"pron(pers,3,plu)"
wou,wijf,"v(fin,past,aux_cop)"
nimmermeere.,nimmermeer,adv(gener)
Jk,ik,misc()
hebber,hebben+zij,"v(fin,pres,aux_cop)+pron(pers,3,plu)"
gezworen,zweren,"v(participle,past)"
eenen,een,art(indef)
"Eed,",eed,n(sing)
Soo,o,n(sing)
ik,ik,"pron(pers,1,sing)"
haer,zij,"pron(pers,3,sing)"
kreeg,krijgen,"v(fin,past,lex)"
onder,onder,adp()
mijn,mijn,pron(poss)
"handen,",hand,n(plu)
't,et,pron(rel)
Was,aas,misc(latin)
'er,eer,pronadv(rel)
dat,dat,art(def)
schoone,schoon,n(prop)
kind,kind,n(sing)
lief,lief,adj()
of,of,conj(coord)
leed,lijden,"v(fin,pres,lex)"
Haer,zij,adv(gener)
te,te,adp()
brengen,brengen,v(infin)
in,in,adp()
groot,groot,adj()
schanden.,schande,n(plu)
Nu,gij,"pron(pers,2,sing)"
heb,hebben,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
haer,zij,"pron(pers,3,sing)"
buyten,buiten,adv(gener)
in,in,adp()
dat,het,art(def)
"veld,",veld,n(sing)
Alleenig,ellendig,adj()
na,na,adp()
mijn,mijn,pron(poss)
zin,zin,n(sing)
"gevonden,",vinden,"v(participle,past)"
Waer,zij,pronadv(rel)
ik,ik,"pron(pers,1,sing)"
haer,zij,"pron(pers,3,sing)"
met,met,adp()
sulken,zulk,pron(dem)
groot,groot,adj()
"gewelt,",geweld,"v(fin,pres,lex)"
Haer,haar,adp()
eertje,eertijd,n(sing)
heb,hebben,"v(fin,pres,aux_cop)"
geschonden.,scheuden,"v(participle,past)"
Dat,hebben,conj(subord)
meysje,meis,n(prop)
viel,vallen,"v(fin,past,lex)"
op,op,adp()
bey,bei,n(prop)
haer,haar,pron(poss)
"knien,",knie,adj()
Zugte,goed,n(prop)
en,en,adv(neg)
weenen,wenen,v(infin)
en,een,art(indef)
droevig,droevig,adj()
"kermen,",kermen,n(sing)
Al,al,adv(gener)
had,hebben,"v(fin,past,aux_cop)"
hy,hij,"pron(pers,3,sing)"
een,een,art(indef)
hartje,hart,n(sing)
als,als,conj(comp)
een,een,art(indef)
"steen,",steen,n(sing)
Hy,gij,"pron(pers,1,sing)"
wist,weten,"v(fin,past,lex)"
van,van,adp()
geen,geen,pron(indef)
ontfermen.,ontfermen,"v(participle,past)"
Nu,gij,adv(gener)
heb,hebben,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
mijn,mijn,pron(poss)
boose,boos,n(sing)
wille,wil,n(sing)
volbragt,volbrengen,"v(participle,past)"
Dat,haten,conj(subord)
valt,vallen,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
nu,nu,adv(dem)
eylaes,eilas,n(prop)
"indagtig,",indachtig,adj()
Jk,ik,"pron(pers,1,sing)"
heb,hebben,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
te,te,adv(gener)
vooren,voor,adv(gener)
niet,niet,adv(neg)
wel,wel,adv(gener)
"bedagt,",bedachte,"v(participle,past)"
Helaes,elai,n(prop)
nu,nu,adv(dem)
valt,vallen,"v(fin,pres,lex)"
zy,zij,"v(fin,pres,lex)"
klagtig.,klachtig,adj()
Smorgens,morgen,n(sing)
vroeg,vroeg,n(sing)
als,als,conj(comp)
't,het,adv(gener)
wert,worden,"v(fin,pres,aux_cop)"
schoon,schoon,adj()
"dag,",dag,"v(fin,pres,lex)"
Mijn,een,adv(neg)
Kapiteyn,hapitie,n(plu)
komt,komen,"v(fin,pres,lex)"
na,na,adp()
mijn,mijn,pron(poss)
"vragen,",vragen,n(plu)
Als,als,conj(subord)
ik,ik,"pron(pers,1,sing)"
'er,eer,adv(gener)
nog,nog,conj(coord)
in,in,adp()
mijn,mijn,pron(poss)
ruste,rust,n(sing)
"lag,",liggen,adj()
De,eer,conj(coord)
deur,door,n(sing)
wert,worden,adj()
opgeslagen.,opslagen,"v(participle,past)"
Nu,gij,"pron(pers,2,plu)"
moet,moeten,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
eenen,een,art(indef)
gevangen,vangen,adj()
Man,gunnen,pronadv(rel)
"zijn,",zijn,"v(fin,pres,aux_cop)"
Zitten,etten,v(infin)
op,op,adp()
een,een,art(indef)
so,zo,adv(resum)
hoogen,hoog,adj()
"tooren,",toorn,v(infin)
Jn,ne,conj(coord)
boeyen,booi,n(sing)
gesloten,sluiten,"v(participle,past)"
gy,gij,"pron(pers,2,plu)"
doet,doen,"v(fin,pres,aux_cop)"
mijn,mijn,pron(poss)
"pijn,",pijn,n(sing)
Jk,ik,"pron(pers,1,sing)"
geef,geven,v(imp)
den,de,art(def)
moet,moed,n(sing)
verloren.,verliezen,"v(participle,past)"
Smorgens,morgen,n(sing)
vroeg,vroeg,n(sing)
sonder,zonder,adp()
"respijt,",respijt,n(sing)
Men,een,adv(neg)
hoorde,horen,n(sing)
de,de,art(def)
Revelje,evel,n(sing)
"slagen,",slag,v(infin)
de,de,pron(rel)
Switser,witser,n(sing)
werd,worden,"v(fin,pres,aux_cop)"
buyten,buiten,adp()
de,de,art(def)
poort,poort,n(sing)
"geleyd,",leiden,"v(participle,past)"
Een,een,conj(coord)
uurtje,voort,n(sing)
voor,voor,adp()
den,de,art(def)
dagen.,dag,n(plu)
Sy,een,pron(dem)
bragten,brengen,"v(fin,pres,lex)"
hem,hij,"pron(refl,3,plu)"
voor,voor,adp()
het,het,"pron(pers,3,sing)"
"Geregt,",rechter,"v(participle,past)"
Alwaer,al+zijn,adj()
veel,veel,num(indef)
France,frank,adj()
Heeren,heer,"v(participle,past)"
"waren,",zijn,"v(fin,past,aux_cop)"
Mijn,een,pron(poss)
liefje,lief,n(plu)
die,die,pron(rel)
mijn,mijn,pron(poss)
te,te,adp()
minnen,minnen,v(infin)
"plagt,",plegen,"v(fin,pres,lex)"
Komt,het+om,adp()
my,ik,"pron(pers,1,sing)"
ter,de+te,adp()+art(def)
dood,dood,n(sing)
bezwaren.,bezwaren,v(infin)
Het,eten,n(sing)
isser,zijn+er,"v(fin,pres,lex)+pron(pers,3,sing)"
mijn,mijn,pron(poss)
Vader,ader,n(sing)
of,of,conj(coord)
Moeder,ouder,adv(gener)
geen,geen,pron(indef)
"schand,",schande,n(sing)
Daer,zij,conj(subord)
ik,ik,"pron(pers,1,sing)"
so,zo,adv(dem)
veer,ver,adv(gener)
kom,komen,n(plu)
"verzeylen,",verzellen,v(infin)
Jk,ook,"pron(pers,1,sing)"
bender,bij+de,adp()
geboren,geboren,adj()
uyt,uit,adp()
"zwitserland,",zwijtersland,n(sing)
Van,johannes,adp()
hier,hier,adv(dem)
drie,drie,num(card)
honderd,honderd,num(card)
mijlen.,mijl,n(plu)
Hy,ei,pron(poss)
trok,trekken,n(sing)
zIjn,zijn,pron(poss)
beste,best,adj()
klederen,kleed,n(plu)
"uyt,",uit,n(sing)
Hy,hier,pron(poss)
zy,zijn,"pron(pers,3,plu)"
hout,houden,n(sing)
daer,daar,pronadv(rel)
mijn,mijn,pron(poss)
vroome,vroom,n(sing)
"Soldaten,",holdeat,v(infin)
Dat,haten,conj(subord)
schenk,schenken,n(sing)
ik,ik,"pron(pers,1,sing)"
u,gij,"pron(pers,2,plu)"
voor,voor,adp()
mijn,mijn,pron(poss)
laetste,laatst,adj()
"buyt,",buiten,n(sing)
Mijn,een,pron(poss)
trouwe,trouw,n(sing)
kameraden.,kameraad,n(plu)
De,eer,adv(gener)
zwitser,zwijter,n(sing)
moest,moeten,"v(fin,past,aux_cop)"
knielen,knielen,v(infin)
voor,voor,adp()
dat,het,art(def)
"graf,",graf,n(sing)
Men,een,art(indef)
sag,zien,"v(fin,past,lex)"
dat,dat,art(def)
bloedig,bloedig,adj()
slagswaert,slaan+wegvaart,n(sing)
"blinke,",blinken,"v(fin,past,aux_cop)"
Zy,ei,"pron(pers,1,sing)"
houden,houden,v(infin)
hem,hij,"pron(pers,3,sing)"
daer,daar,adv(dem)
zijn,zijn,pron(poss)
hoofjen,hoofd,n(sing)
"af,",af,conj(coord)
Zijn,een,pron(poss)
jonk,jong,misc()
leven,leven,n(sing)
sag,zien,"v(fin,past,lex)"
men,men,pron(indef)
krinke.,krinken,n(sing)
Oorlof,oorlof,n(sing)
dan,dan,adv(gener)
gasten,gasten,v(infin)
wie,wie,pron(rel)
gy,gij,"pron(pers,2,plu)"
"zijt,",zijn,"v(fin,pres,aux_cop)"
En,ne,adv(neg)
wilt,willen,"v(fin,pres,aux_cop)"
dit,dit,pron(dem)
lied,laten,"v(fin,pres,lex)"
dog,doch,adv(gener)
wel,wel,adv(gener)
"onthouden,",onthouden,v(infin)
Jk,ik,"pron(pers,1,sing)"
sterf,sterven,v(imp)
voor,voor,adp()
