form,lemma,pos
O,.,punc(quest)
Heyligh,heilig,adj()
Godt!,god,adj()
ghy,gij,"pron(pers,2,sing)"
die,die,pron(rel)
den,die,art(def)
Echt,echt,n(sing)
Hebt,hebben,"v(fin,pres,lex)"
in-gestelt,instelen,"v(fin,pres,lex)"
naer,na,adp()
u,gij,"pron(pers,2,sing)"
"behagen,",behagen,"v(fin,pres,lex)"
Geeft,hebben,"v(fin,pres,lex)"
dat,dat,conj(subord)
wy,wij,"pron(pers,1,plu)"
ons,wij,"pron(refl,1,plu)"
daer,daar,adv(dem)
in,in,adp()
"oprecht,",oprichten,"v(fin,pres,lex)"
Altoos,altoos,n(sing)
naer,na,adp()
uwen,uw,pron(poss)
wille,wil,n(sing)
dragen.,dragen,v(infin)
Ghy,hij,"pron(pers,3,sing)"
"wilt,",willen,"v(fin,pres,aux_cop)"
o,o,interj()
"Heer,",eer,conj(subord)
dat,dat,conj(subord)
man,men,pron(indef)
en,en,art(indef)
wijf,wijf,n(sing)
In,en,conj(coord)
rechte,recht,n(sing)
Liefde,geven,"v(fin,past,lex)"
t'samen,tezamen,v(infin)
"woonen,",wonen,v(infin)
In,na,conj(coord)
al,al,num(indef)
haer,zij,pron(poss)
doen,toen,v(infin)
en,ne,art(indef)
haer,haar,pron(poss)
"bedrijf,",bedrijf,n(sing)
Den,een,art(indef)
Echten-staet,achtenstaan,n(sing)
met,met,adp()
eendracht,eendracht,n(sing)
kroonen.,kroon,n(sing)
3.Wy,een,"pron(pers,2,plu)"
bidden,bidden,v(infin)
u,gij,"pron(pers,2,plu)"
wilt,willen,"v(fin,pres,aux_cop)"
alle,al,num(indef)
quaet,kwaad,adj()
Genadelijcken,eendaalijk,n(plu)
van,van,adp()
ons,wij,"pron(pers,1,plu)"
"weeren,",zijn,v(infin)
Het,eten,conj(coord)
boose,boos,n(sing)
twist,twist,n(sing)
onvredigh,onvredig,adj()
saet,zaad,n(sing)
Uyt,het,conj(coord)
onse,ons,pron(poss)
herten,hart,n(sing)
altoos,altoos,adv(gener)
keeren.,keren,v(infin)
Geeft,hebben,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
dat,dat,conj(subord)
de,de,art(def)
Liefd',heven,n(sing)
in,in,adp()
volle,vol,adj()
kracht,kracht,n(sing)
In,en,adv(neg)
d',de,art(def)
Echte-staet,echtstaan,n(sing)
mach,mogen,"v(fin,pres,aux_cop)"
by,bij,adp()
ons,wij,"pron(pers,1,plu)"
"bloeyen,",bloeien,n(sing)
En,na,conj(coord)
t',te,art(def)
allen,al,num(indef)
tijt,tijd,n(sing)
soo,zo,adv(resum)
wort,worden,"v(fin,pres,aux_cop)"
betracht;,betrachten,"v(participle,past)"
Dat,hebben,conj(subord)
wy,wij,"pron(pers,1,plu)"
in,in,adp()
Liefden,heden,n(prop)
altoos,altoos,adv(gener)
groeyen.,groeien,adj()
Op,op,conj(coord)
"u,",gij,"pron(pers,2,plu)"
o,o,interj()
Heer,eer,adv(gener)
in,in,adp()
alle,al,num(indef)
"noot,",nood,n(sing)
Ons,een,"pron(pers,3,plu)"
oogen,oog,n(plu)
slaen,slaan,v(infin)
en,en,conj(coord)
't,et,art(def)
quade,kwaad,adj()
"schouwen,",schouwen,n(sing)
In,ne,conj(coord)
't,at,adv(gener)
midden,midden,adv(gener)
van,van,adp()
de,de,art(def)
bleecke,bleek,n(sing)
"doodt,",doden,"v(fin,pres,lex)"
Op,op,conj(coord)
u,uw,pron(poss)
beloften,belofte,n(plu)
ons,wij,"pron(pers,1,plu)"
vertrouwen.,vertroosten,v(infin)
Bedwinght,hedwingen,adp()
den,de,art(def)
boosen,boos,adj()
vyant,vijand,n(sing)
"doch,",doch,adv(gener)
Dat,hebben,conj(subord)
hy,hij,"pron(pers,3,sing)"
door,door,adp()
twist,twist,n(sing)
of,of,conj(coord)
"tegenhede,",tegenheid,adp()+n(sing)
Noch,nog,adv(gener)
door,door,adp()
geen,geen,pron(indef)
ander,ander,adj()
snood,snood,n(sing)
bedrogh,bedriegen,"v(fin,past,lex)"
Maeckt,kaakt,"v(fin,pres,lex)"
tusschen,tussen,adp()
man,man,n(sing)
en,een,conj(coord)
vrouw,vrouw,adj()
onvrede.,onvrede,n(sing)
Bewaert,eraan+het,v(imp)
ons,ons,"pron(pers,1,plu)"
Heer,eer,adv(gener)
voor,voor,adp()
"overspel,",overspel,n(sing)
Voor,haar,adj()
grove,grof,adj()
sonden,zonde,n(plu)
ende,en,conj(coord)
"schanden,",schande,n(plu)
Voor,hoor,n(sing)
haet,haat,"v(fin,pres,lex)"
en,ne,art(indef)
"nijt,",nijd,n(sing)
of,of,conj(coord)
boos,boos,n(sing)
"gequel,",kwillen,"v(participle,past)"
Neemt,emme,adp()
onse,ons,pron(poss)
zieltjes,zijlieden+het,n(sing)
in,in,adp()
u,uw,pron(poss)
handen.,hand,n(plu)
Dat,hebben,conj(subord)
wy,wij,"pron(pers,1,plu)"
met,met,adp()
vreught,vrucht,n(sing)
hier,hier,adv(dem)
al,al,num(indef)
gelijck,gelijk,adv(gener)
In,en,punc(quest)
d',de,art(def)
Echte-staet,echtendag,n(sing)
u,gij,"pron(pers,2,plu)"
eer,eer,adv(gener)
"bewijsen,",bewijzen,v(infin)
En,een,conj(coord)
namaels,namaals,adv(gener)
in,in,adp()
het,het,"pron(pers,3,sing)"
"Hemelrijck,",hemelrijk,n(sing)
In,nu,adp()
eeuwigheyt,eeuwigheid,n(sing)
u,gij,pron(poss)
glory,glorie,n(sing)
prijsen.,prijzen,v(infin)
