form,lemma,pos
Is,zijn,"v(fin,pres,aux_cop)"
’t,het,art(def)
leezen,lezen,n(sing)
slechts,slecht,n(sing)
uit,uit,adv(gener)
sleur,sleer,n(sing)
En,na,conj(coord)
zonder,zonder,adp()
wijze,wijze,n(sing)
"keur,",keur,n(sing)
Geheel,eehel,adv(gener)
"onvoorbereid,",onverbroeien,adj()
Van,johannes,adp()
’s,zijn,n(sing)
Hoogstens,oogst,n(sing)
wijze,wijs,adj()
"wet,",wet,n(sing)
Op,op,n(sing)
’t,het,art(def)
uur,voor,n(sing)
daartoe,daartoe,pronadv(dem)
"gezet,",zetten,"v(fin,pres,lex)"
Is,zijn,"v(fin,pres,aux_cop)"
dat,dat,art(def)
Godsdienstigheid?,hoogditstigsdom,n(sing)
Zoud’,oud,adv(gener)
ijdle,ijdel,n(sing)
"woordenpraal,",woordraamlen,n(sing)
Een,een,art(indef)
ongeschikt,ongeschikt,n(sing)
verhaal,verhalen,n(sing)
D’,.age,adv(gener)
Alzienden,al+zien,n(sing)
voor,voor,adp()
te,te,adp()
leezen,lezen,v(infin)
Van,ja,adp()
’s,zijn,pron(poss)
naastens,naasten,n(sing)
slecht,slecht,adv(gener)
"bestaan,",bestaan,n(sing)
De,eer,adv(neg)
zond’,zonder,n(sing)
in,in,adp()
’t,het,art(def)
land,land,n(sing)
"begaan,",begaan,v(infin)
Godwaardig’,hoofdwaartig,adj()
Eerdienst,eerdings,adj()
weezen?,wezen,v(infin)
Zou,aal,conj(coord)
’t,het,adv(gener)
achteloos,achterlaten,adj()
"gewaad,",gewaad,n(sing)
Een,een,art(indef)
norsch,noord,n(sing)
en,een,art(indef)
stuursch,stuur,adj()
"gelaat,",gelaat,n(sing)
Een,een,art(indef)
oog,oog,n(sing)
van,van,adp()
glans,glans,n(sing)
beroofd,beroven,"v(participle,past)"
Door,horen,n(sing)
ongegrond,ongegrond,adj()
"geween,",geween,n(sing)
Zoud’,oud,conj(coord)
onvernoegd,onverkennen,adj()
"gesteen,",gesteen,v(infin)
Zou,houwen,conj(coord)
’t,eten,adv(gener)
nederhangend,nederhand,adj()
"hoofd,",hoofd,"v(fin,pres,lex)"
Zou,af,conj(coord)
’t,eten,art(def)
plegtige,plegen+ik,n(sing)
der,de,art(def)
"Wet,",eed,n(sing)
"Doop,",hoop,n(sing)
"Avondmaal,",hondmaal,adj()
Gebed,hebben,v(imp)
Naauwkeurig,haarvoerig,adj()
te,te,adp()
"betrachten,",betrachten,v(infin)
Uitwendig,geeenwindig,adj()
vroom,vroom,n(sing)
te,te,adp()
"zijn,",zijn,v(infin)
Zoud’,oud,conj(coord)
al,al,num(indef)
dien,die,art(def)
schoonen,schoon,n(plu)
schijn,schijn,n(sing)
Voor,horen,adp()
Godsdienst,ooddienstede,n(sing)
ooit,ooit,adv(gener)
zijn,zijn,pron(poss)
t’,te,pron(rel)
achten?,achten,v(infin)
Neen!,een,art(indef)
Christnen!,risten,n(plu)
"neen,",neen,adv(neg)
de,de,art(def)
Leer,eer,n(sing)
Van,ja,adp()
"Iesus,",jezus,n(prop)
onzen,ons,pron(poss)
"Heer,",eer,n(sing)
Is,zijn,"pron(pers,3,plu)"
veel,veel,num(indef)
te,te,adp()
"rein,",rein,v(infin)
te,te,adp()
"schoon,",schoon,v(infin)
"Werkt,",erkt,"v(fin,pres,lex)"
met,met,adp()
te,te,adp()
groote,groot,adj()
magt,maagd,n(sing)
Op,op,n(sing)
zedelijke,zedelijk,adv(gener)
"kragt,",kracht,n(sing)
Voor,horen,conj(coord)
uiterlijk,vitellijk,adv(gener)
vertoon;,vertoon,n(sing)
Al,al,n(sing)
wat,wat,pron(inter)
geen,geen,num(card)
weldoen,weldoen,v(infin)
"werkt,",werken,"v(fin,pres,aux_cop)"
Deugd-oefening,evenchonig,n(plu)
"versterkt,",versterken,adj()
Ontbreekt,ontbreken,"pron(pers,3,sing)+v(imp)"
het,het,"pron(pers,3,sing)"
groot,groot,adj()
"vermogen,",vermogen,"v(participle,past)"
Om,hij,adp()
iedre,jeder,adv(gener)
"daad,",dat,n(sing)
als,als,conj(subord)
"pligt,",plegen,"v(fin,pres,lex)"
In,ne,adp()
onzen,ons,pron(poss)
stand,staan,n(sing)
"verricht,",verrichten,adj()
Tot,hoofd,conj(coord)
Godsdienst,ooddienste+du,adj()
te,te,adp()
verhoogen.,verhogen,v(infin)
God!,aidon,conj(coord)
dien,die,pron(rel)
ons,wij,"pron(pers,1,plu)"
hart,hard,adj()
"vereert,",vererren,"v(fin,pres,lex)"
Schoon,chogen,n(prop)
Gij,gij,interj()
een’,een,art(indef)
dienst,dienst,n(sing)
"begeert,",begeren,"v(fin,pres,lex)"
Hoogwaardig,lombaardig,adj()
