form,lemma,pos
‘God,god,n(sing)
groet,groot,adj()
"u,",gij,n(sing)
mannen!,man,n(plu)
goed,goed,adj()
geleî,geel,adj()
Verleen,erlijn,v(infin)
Hij,twee,"pron(pers,1,sing)"
"u,",gij,adp()
den,de,art(def)
een',een,n(sing)
als,als,conj(subord)
d'ander!,ander+de,adj()+art(def)
Wat,hebben,n(sing)
droefheid,droefheid,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
"'t,",..dig,conj(coord)
waar,waar,"v(fin,pres,aux_cop)"
ge,gij,"pron(pers,2,plu)"
alle,al,num(indef)
beî,zij,n(plu)
Van,hangen,conj(coord)
handelt,handelen,"v(fin,pres,lex)"
met,met,adp()
malkander?’,malkander,adj()
Zijt,het+ij,conj(coord)
gij,gij,n(prop)
dan,dan,conj(comp)
uit,uit,adv(gener)
Jerusalem,erfzaam,n(prop)
Alleen,halen,n(plu)
als,als,conj(comp)
vreemdeling,vreemdeling,adv(gener)
"gekomen,",komen,"v(participle,past)"
Dat,hebben,conj(subord)
"gij,",gij+en,n(prop)
van,van,adp()
's,zijn,pron(poss)
volks,volk,n(sing)
ontzette,ontzetten,"v(fin,pres,lex)"
"stem,",stem,"v(fin,pres,lex)"
De,hij,conj(coord)
maar,maar,n(prop)
niet,niet,adv(neg)
hebt,hebben,"v(fin,pres,aux_cop)"
vernomen?,vernemen,"v(participle,past)"
Op,op,adv(gener)
Jesus,jezus,n(prop)
was,zijn,"v(fin,past,aux_cop)"
de,de,art(def)
hoop,hoop,n(sing)
"gesteld,",stellen,"v(participle,past)"
Als,als,"v(fin,pres,aux_cop)"
wie,wie,"pron(pers,1,plu)"
eens,een,art(indef)
Isrêl,strijl,adj()
zou,zo,n(sing)
bevrijden:,bevrijden,v(infin)
En,ne,adp()
"zie,",zien,pron(poss)
"vervolgd,",vervolgen,"v(participle,past)"
"gesmaad,",smaden,n(sing)
"gekweld,",gekweld,"v(participle,past)"
Moest,oogst,adv(gener)
Hij,twee,"pron(pers,1,sing)"
het,het,"pron(pers,3,sing)"
zwaarste,zwaar,adj()
lijden.,lijden,v(infin)
Hij,twee,"pron(pers,1,sing)"
stierf,sterven,n(sing)
aan,aan,adp()
't,eten,art(def)
Kruis,reus,n(sing)
een,een,art(indef)
wreede,wreed,adj()
"dood,",dood,n(sing)
En,een,conj(coord)
reeds,rijden,n(sing)
de,de,art(def)
derde,derde,num(rod)
dag,dag,n(sing)
was,zijn,"v(fin,past,aux_cop)"
't,het,adv(gener)
heden,heden,adv(gener)
Sints,hends,n(sing)
Hem,hij,pron(indef)
het,het,"pron(pers,3,sing)"
nieuwe,nieuw,adj()
graf,graf,n(sing)
"besloot,",besloten,"v(fin,past,lex)"
Na,a,conj(coord)
dat,dat,pron(rel)
Hij,hij,"pron(pers,1,sing)"
had,hebben,"v(fin,past,aux_cop)"
geleden.,lijden,"v(participle,past)"
't,het,adv(gener)
Is,zijn,"pron(pers,3,sing)"
"waar,",waar,n(sing)
daar,daar,adv(dem)
is,zijn,"v(fin,pres,aux_cop)"
een,een,art(indef)
"vrouwenschaar,",vrouwschaar,n(sing)
Aan,ja,adp()
't,et,art(def)
graf,graf,n(sing)
geweest,zijn,"v(participle,past)"
om,om,adp()
Hem,hij,"pron(pers,3,sing)"
