form,lemma,pos
O,lemma_unclear,punc(quest)
Spieghel,pijgel,n(sing)
aller,al,num(indef)
"deught,",deugd,n(sing)
Met,eten,conj(coord)
wat,wat,pron(rel)
een,een,art(indef)
wonder,wonder,n(sing)
"vreught,",vrucht,"v(fin,pres,lex)"
In,en,conj(coord)
u,uw,pron(poss)
Godt,hoofd,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
"ghecomen,",komen,"v(participle,past)"
"U,",",",punc(quest)
die,die,pron(rel)
om,om,adp()
u,uw,"pron(poss,2,sing)"
"nedricheydt,",nederheid,n(sing)
(Die,ei,conj(coord)
u,gij,"pron(pers,2,sing)"
tot,tot,adp()
hem,hij,"pron(pers,3,sing)"
heeft,hebben,"v(fin,pres,aux_cop)"
bereyt),bereiden,n(prop)
Tot,hoofd,conj(coord)
Moeder,oud,n(sing)
heeft,hebben,"v(fin,pres,aux_cop)"
ghenomen.,nemen,"v(participle,past)"
Maer,zij,adv(gener)
met,met,adp()
wat,wat,pron(rel)
groot,groot,adj()
jolijt,jolijt,n(sing)
Hebt,hebben,adv(gener)
ghy,gij,"pron(pers,2,plu)"
soo,zo,adv(resum)
langhen,lang,adj()
tijdt,tijd,n(sing)
Die,hij,interj()
soetste,zoet,adj()
vrucht,vrucht,n(sing)
"ghedraghen,",dragen,v(infin)
In,en,adp()
u,uw,pron(poss)
lichaem,lichaam,n(sing)
en,en,conj(coord)
u,uw,pron(poss)
"hert,",hart,n(sing)
Vry,hari,n(prop)
van,van,adp()
ghewalgh,gewalg,n(sing)
en,en,conj(coord)
van,van,adp()
"smert,",smart,n(sing)
In,ne,conj(coord)
die,de,art(def)
ghewenschte,gewensde,adj()
daghen.,dag,n(plu)
Maer,zij,pronadv(rel)
als,als,conj(subord)
de,de,art(def)
ure,uur,n(sing)
"quam,",komen,"v(fin,past,lex)"
Dat,haten,conj(subord)
u,gij,pron(poss)
schoon,schoon,adj()
hemelsch,hemels,adj()
lam,lam,n(sing)
Wert,hard,"v(fin,past,aux_cop)"
sonder,zonder,adp()
wee,wee,n(sing)
"gheboren,",geboren,adj()
Uwen,uw,adj()
Schepper,echterparp,n(sing)
en,en,adv(neg)
u,uw,"pron(pers,2,plu)"
"kindt,",kind,"v(fin,pres,lex)"
Van,gunnen,adp()
u,gij,"pron(refl,2,sing)"
soo,zo,adv(resum)
vierich,vurig,adv(gener)
"bemint,",beminnen,adj()
Uyt,eten,conj(coord)
dusenden,duizend,n(sing)
vercoren.,verkiezen,adj()
Wat,hebben,adp()
aldergrootste,allergraast,adj()
vreucht,vrucht,n(sing)
Heeft,hebben,conj(coord)
u,gij,"pron(pers,2,plu)"
doen,toen,v(infin)
't,et,adp()
hert,hart,n(sing)
"verheucht,",verheugen,n(sing)
Doen,hoon,v(infin)
swemmen,zwemmen,v(infin)
in,in,adp()
"welluste,",wellust,n(sing)
Als,als,n(sing)
ghevoeght,voegen,"v(participle,past)"
hy,hij,"pron(pers,3,sing)"
van,van,adp()
u,gij,"pron(pers,2,plu)"
wert,waart,adv(gener)
Vast,ast,n(sing)
aen,aan,adp()
u,uw,"pron(pers,2,sing)"
moederlijck,moederlijk,adv(gener)
"hert,",hart,"v(fin,pres,lex)"
En,na,conj(coord)
ghy,gij,"pron(pers,2,sing)"
hem,hij,"pron(pers,3,sing)"
soetjens,zoet,"v(fin,pres,aux_cop)+pron(pers,3,sing)"
kuste.,kussen,"v(fin,pres,lex)"
Ghy,hij,"pron(pers,2,plu)"
saeght,zien,"v(fin,pres,lex)"
hem,hij,"pron(pers,3,sing)"
sijnen,zijn,pron(poss)
dorst,dorst,n(sing)
Versaden,erzaden,v(infin)
aen,aan,adp()
u,uw,pron(poss)
"borst,",borst,n(sing)
Die,je,pron(rel)
hy,hij,"pron(pers,3,sing)"
weer,zijn,"v(fin,past,aux_cop)"
moest,moeten,"v(fin,past,aux_cop)"
"vervullen,",vervullen,v(infin)
"Hem,",hij,interj()
die,die,pron(rel)
't,eten,pron(dem)
all',al,adv(gener)
hier,hier,adv(dem)
kleeden,kleden,v(infin)
"moet,",moeten,"v(fin,pres,aux_cop)"
Hebt,hebben,n(prop)
ghy,gij,"pron(pers,2,sing)"
ghewonden,winden,"v(fin,pres,lex)"
met,met,adp()
spoet,spoed,n(sing)
In,en,conj(coord)
lijnen,lijn,v(infin)
en,en,conj(coord)
in,in,adp()
wullen.,wol,n(sing)
Ghy,hij,"pron(pers,2,plu)"
waert,zijn,"v(fin,past,aux_cop)"
sijn,zijn,"v(fin,pres,aux_cop)"
"onderdaen,",onderdaan,"v(participle,past)"
Waer,zij,adv(gener)
van,van,adp()
ghy,gij,"pron(pers,2,sing)"
had,hebben,"v(fin,past,aux_cop)"
ontfaen,ontvangen,"v(participle,past)"
"Ziel,",eli,adj()
lichaem,lichaam,n(sing)
en,en,conj(coord)
'theel,uithalen,n(sing)
"wesen,",wezen,v(infin)
Maer,zij,adp()
hoe,hoe,adv(inter)
kost,kosten,n(sing)
hy,hij,"pron(pers,3,sing)"
dus,dus,adv(dem)
bekent,bekennen,"v(fin,pres,lex)"
"U,",",",conj(coord)
hem,hij,"pron(pers,3,sing)"
t',tot,"pron(pers,2,sing)"
aenbidden,aanbidden,v(infin)
"ghewent,",wenen,adj()
Oock,ook,adv(gener)
onderdanich,onderdanig,adj()
wesen?,wezen,"v(participle,past)"
"Lof,",of,conj(coord)
alle,al,num(indef)
eer,eer,conj(subord)
zy,zij,"v(fin,pres,lex)"
"hem,",hij,"pron(pers,3,sing)"
Hem,hij,pron(poss)
prijse,prijzen,v(infin)
alle,al,num(indef)
"stem,",stem,n(sing)
Die,hij,pron(indef)
u,gij,"pron(pers,2,plu)"
dus,dus,adv(dem)
heeft,hebben,"v(fin,pres,aux_cop)"
"verheven,",verheffen,"v(participle,past)"
Op,op,conj(coord)
dat,dat,conj(subord)
"ghy,",gij,"pron(pers,2,plu)"
door,door,adp()
u,gij,"pron(pers,2,plu)"
"ghebedt,",bidden,"v(participle,past)"
Weirt,eren,"v(fin,pres,aux_cop)"
all',al,num(indef)
dat,dat,conj(subord)
ons,wij,"pron(pers,1,plu)"
hier,hier,adv(dem)
belet,beletten,"v(participle,past)"
Om,hij,"v(fin,pres,aux_cop)"
eeuwelijck,eeuwelijk,adv(gener)
te,te,adp()
leven.,leven,v(infin)
