form,lemma,pos
ARnold,ongeloond,n(sing)
en,ne,conj(coord)
ghy,gij,"pron(pers,2,sing)"
Hillegonde,illeggen,adj()
Dat,haten,pronadv(rel)
ik,ik,"pron(pers,1,sing)"
nu,nu,adv(dem)
wat,wat,pron(inter)
spelen,spelen,v(infin)
konde,kunnen,"v(fin,past,aux_cop)"
Toreen,georheid,adj()
lust,lusten,n(sing)
vermaak,vermaken,n(sing)
en,ne,adv(neg)
"los,",los,adj()
Om,ik,conj(coord)
u,uw,pron(poss)
Feeste,geest,n(sing)
te,te,adp()
vereeren.,vereren,v(infin)
'k,koken,v(imp)
Sou,gij,conj(coord)
my,ik,"pron(pers,1,sing)"
als,als,conj(comp)
een,een,art(indef)
Switser,zijdersteer,adj()
"weeren,",zijn,n(sing)
Maar,haar,conj(coord)
mijn,mijn,pron(poss)
Rietjen,eten,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
te,te,adp()
grof.,grof,n(sing)
